-1.43;-1.13
-3.14;-1.15
-2.68;-1.27
-0.41;-1.40
1.20;-1.34
1.09;-1.28
0.35;-1.24
0.69;-1.17
0.20;-1.16
-1.18;-1.21
-1.29;-1.21
-0.32;-1.25
-0.22;-1.22
-1.45;-1.21
-1.92;-1.22
-1.58;-1.25
-0.53;-1.34
-0.50;-1.41
-0.40;-1.42
-0.06;-1.41
-0.34;-1.36
-1.35;-1.38
-0.71;-1.44
1.01;-1.45
2.02;-1.41
1.27;-1.39
0.22;-1.39
0.72;-1.34
0.43;-1.34
-0.92;-1.34
-0.16;-1.28
1.17;-1.26
1.09;-1.18
-1.03;-1.15
-2.07;-1.18
-2.05;-1.22
-1.07;-1.35
-0.89;-1.41
-0.26;-1.38
0.72;-1.36
0.26;-1.31
-1.66;-1.31
-2.00;-1.41
-0.61;-1.51
0.43;-1.51
0.81;-1.48
0.69;-1.41
1.17;-1.31
0.85;-1.27
-0.64;-1.29
-0.74;-1.22
-1.38;-1.17
-2.31;-1.17
-2.15;-1.17
-1.16;-1.18
-0.91;-1.18
-1.25;-1.21
-0.92;-1.20
-0.98;-1.18
-2.04;-1.22
-1.96;-1.35
-0.25;-1.44
1.45;-1.38
1.32;-1.30
-0.13;-1.24
-0.68;-1.20
-0.97;-1.27
-1.67;-1.34
-1.54;-1.30
0.10;-1.22
0.63;-1.17
-0.76;-1.09
-3.02;-1.06
-3.67;-1.09
-2.45;-1.12
-2.05;-1.21
-2.08;-1.22
-0.35;-1.23
0.80;-1.16
-0.31;-1.11
-1.61;-1.16
-1.44;-1.29
-0.44;-1.34
0.02;-1.32
-0.10;-1.32
0.38;-1.31
0.62;-1.27
-0.36;-1.31
-1.01;-1.27
-1.35;-1.25
-1.80;-1.22
-3.11;-1.22
-3.37;-1.25
-2.27;-1.28
-1.27;-1.33
-1.24;-1.34
-1.01;-1.29
-0.23;-1.25
-0.50;-1.23
-1.34;-1.28
-1.11;-1.39
1.18;-1.30
1.14;-1.25
-0.21;-1.23
-0.16;-1.20
-0.05;-1.18
-1.19;-1.23
-1.00;-1.24
0.54;-1.26
1.27;-1.20
-0.87;-1.13
-2.47;-1.13
-1.80;-1.19
-0.38;-1.38
-0.42;-1.43
-0.18;-1.42
0.98;-1.38
0.54;-1.31
-0.07;-1.28
0.74;-1.36
2.27;-1.42
2.51;-1.38
1.40;-1.35
1.11;-1.29
1.25;-1.29
0.80;-1.26
0.83;-1.20
1.81;-1.17
1.60;-1.07
-0.15;-1.02
-1.94;-1.01
-2.03;-1.07
-0.72;-1.20
-0.10;-1.34
0.29;-1.37
1.11;-1.34
1.34;-1.25
-0.62;-1.21
-1.70;-1.34
-0.31;-1.45
1.84;-1.44
2.45;-1.37
1.53;-1.33
1.60;-1.24
1.36;-1.20
-0.14;-1.21
-0.78;-1.16
0.29;-1.17
1.01;-1.14
-0.08;-1.06
-1.19;-1.05
-1.29;-1.06
-0.78;-1.14
-0.80;-1.17
-0.22;-1.21
0.74;-1.18
0.12;-1.17
-0.85;-1.25
-0.10;-1.30
1.83;-1.21
1.84;-1.17
0.06;-1.18
0.45;-1.19
1.68;-1.22
1.18;-1.16
0.59;-1.10
1.50;-1.06
1.26;-0.91
-1.15;-0.89
-3.23;-0.92
-2.69;-1.01
-0.73;-1.10
0.16;-1.12
0.46;-1.08
1.80;-1.01
1.67;-0.98
-0.84;-1.01
-2.03;-1.14
-0.86;-1.26
1.73;-1.34
2.76;-1.29
1.76;-1.27
2.14;-1.20
1.19;-1.18
-1.44;-1.25
-1.85;-1.28
-0.37;-1.33
0.61;-1.26
-0.37;-1.19
-1.24;-1.21
-1.03;-1.26
